Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
35, Bachelors,13, Never-married, Not-in-family, Female,2977,45
45, Masters,14, Divorced, Not-in-family, Male,0,40
21, 12th,8, Never-married, Own-child, Male,0,20
50, Some-college,10, Married-civ-spouse, Husband, Male,0,99
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
65, Some-college,10, Divorced, Not-in-family, Female,0,28
47, Some-college,10, Divorced, Not-in-family, Female,0,65
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
34, Masters,14, Never-married, Unmarried, Female,0,24
18, HS-grad,9, Never-married, Own-child, Female,0,25
39, Bachelors,13, Never-married, Not-in-family, Female,0,40
78, HS-grad,9, Married-civ-spouse, Husband, Male,2228,32
67, Assoc-voc,11, Widowed, Not-in-family, Female,0,1
59, HS-grad,9, Divorced, Not-in-family, Male,0,60
35, HS-grad,9, Never-married, Not-in-family, Male,0,40
40, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
58, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, HS-grad,9, Never-married, Unmarried, Female,0,40
44, Masters,14, Married-civ-spouse, Husband, Male,0,40
41, Assoc-acdm,12, Never-married, Not-in-family, Male,0,40
75, Bachelors,13, Married-civ-spouse, Husband, Male,0,6
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,70
30, Masters,14, Married-civ-spouse, Husband, Male,0,10
36, Bachelors,13, Never-married, Not-in-family, Female,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,7688,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,55
47, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
66, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,48
34, Some-college,10, Divorced, Unmarried, Female,0,35
54, Masters,14, Married-spouse-absent, Not-in-family, Female,0,40
24, Some-college,10, Never-married, Own-child, Male,0,40
44, Prof-school,15, Married-civ-spouse, Husband, Male,0,60
48, Bachelors,13, Separated, Not-in-family, Male,0,50
50, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,60
70, Masters,14, Never-married, Unmarried, Female,7896,50
28, Assoc-acdm,12, Never-married, Not-in-family, Female,0,40
20, Some-college,10, Never-married, Own-child, Female,0,40
34, Bachelors,13, Divorced, Not-in-family, Male,4865,55
77, Some-college,10, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
42, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Divorced, Own-child, Male,0,40
62, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Divorced, Not-in-family, Male,0,80
43, Masters,14, Married-civ-spouse, Husband, Male,0,40
26, Bachelors,13, Never-married, Not-in-family, Male,0,40
43, Bachelors,13, Divorced, Not-in-family, Male,0,40
19, Some-college,10, Never-married, Own-child, Female,594,10
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
28, Bachelors,13, Never-married, Not-in-family, Male,0,40
64, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,10
44, Prof-school,15, Separated, Unmarried, Female,0,40
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
29, Assoc-voc,11, Never-married, Not-in-family, Female,2174,40
51, HS-grad,9, Never-married, Not-in-family, Male,8614,40
40, HS-grad,9, Never-married, Own-child, Male,0,40
38, HS-grad,9, Separated, Unmarried, Female,0,40
32, Assoc-acdm,12, Divorced, Not-in-family, Male,2174,40
62, Bachelors,13, Married-civ-spouse, Husband, Male,0,38
31, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
62, 7th-8th,4, Widowed, Not-in-family, Female,0,35
43, Some-college,10, Married-civ-spouse, Husband, Male,0,40
30, HS-grad,9, Divorced, Not-in-family, Male,4650,40
22, HS-grad,9, Never-married, Unmarried, Female,0,40
59, Masters,14, Divorced, Not-in-family, Female,0,40
24, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
19, 11th,7, Never-married, Own-child, Male,0,30
33, Prof-school,15, Never-married, Not-in-family, Female,0,65
50, Some-college,10, Married-civ-spouse, Husband, Male,0,40
22, Some-college,10, Never-married, Not-in-family, Male,0,10
60, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
65, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
23, Bachelors,13, Married-civ-spouse, Husband, Male,0,38
43, Some-college,10, Married-civ-spouse, Husband, Male,0,45
34, 11th,7, Married-civ-spouse, Husband, Male,0,40
36, Assoc-voc,11, Never-married, Not-in-family, Female,0,40
49, Some-college,10, Married-civ-spouse, Husband, Male,0,65
36, Bachelors,13, Divorced, Unmarried, Male,0,45
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
35, Some-college,10, Divorced, Unmarried, Female,0,15
43, Bachelors,13, Divorced, Unmarried, Female,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,5178,40
33, Masters,14, Never-married, Not-in-family, Male,0,60
28, Assoc-voc,11, Married-civ-spouse, Own-child, Female,0,40
41, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,70
37, Bachelors,13, Married-civ-spouse, Wife, Female,0,30
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
65, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
80, Prof-school,15, Married-civ-spouse, Husband, Male,10605,10
38, Some-college,10, Divorced, Not-in-family, Male,0,40
44, Masters,14, Married-civ-spouse, Husband, Male,0,40
48, Masters,14, Divorced, Unmarried, Female,9562,40
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Other-relative, Female,0,40
32, Masters,14, Never-married, Not-in-family, Male,0,60
30, Bachelors,13, Never-married, Own-child, Female,0,15
52, Prof-school,15, Married-civ-spouse, Husband, Male,99999,65
67, 10th,6, Married-civ-spouse, Husband, Male,2414,80
64, 9th,5, Married-civ-spouse, Husband, Male,0,40
29, Bachelors,13, Never-married, Other-relative, Male,0,50
47, Doctorate,16, Married-civ-spouse, Husband, Male,15024,50
52, 10th,6, Married-civ-spouse, Husband, Male,4064,45
48, Bachelors,13, Married-civ-spouse, Wife, Female,0,50
56, HS-grad,9, Married-civ-spouse, Husband, Male,0,38
46, Assoc-acdm,12, Divorced, Unmarried, Male,0,38
43, HS-grad,9, Never-married, Not-in-family, Male,0,60
41, Bachelors,13, Married-civ-spouse, Husband, Male,7688,45
37, Masters,14, Married-civ-spouse, Husband, Male,0,38
22, HS-grad,9, Never-married, Other-relative, Male,0,50
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,80
23, Some-college,10, Separated, Unmarried, Female,0,20
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,65
31, Some-college,10, Never-married, Own-child, Female,0,35
50, Bachelors,13, Separated, Not-in-family, Male,0,40
22, Some-college,10, Never-married, Own-child, Female,0,16
47, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,48
53, 7th-8th,4, Married-civ-spouse, Husband, Male,0,35
23, Some-college,10, Never-married, Own-child, Male,0,60
42, Masters,14, Divorced, Not-in-family, Male,0,40
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
52, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
22, Some-college,10, Never-married, Own-child, Female,0,40
27, Masters,14, Never-married, Not-in-family, Female,0,40
49, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
55, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
21, Assoc-acdm,12, Never-married, Own-child, Male,0,15
57, HS-grad,9, Widowed, Not-in-family, Female,0,38
18, Some-college,10, Never-married, Own-child, Female,0,20
61, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
36, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
23, Bachelors,13, Never-married, Own-child, Female,0,12
20, 11th,7, Never-married, Other-relative, Male,0,40
49, Bachelors,13, Never-married, Not-in-family, Female,0,50
47, Bachelors,13, Married-civ-spouse, Husband, Male,3137,40
37, HS-grad,9, Divorced, Unmarried, Female,0,40
32, 7th-8th,4, Married-civ-spouse, Husband, Male,0,19
41, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
69, HS-grad,9, Widowed, Not-in-family, Female,0,9
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,75
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
69, Bachelors,13, Married-civ-spouse, Husband, Male,6418,45
36, Masters,14, Never-married, Not-in-family, Female,0,40
23, Bachelors,13, Never-married, Own-child, Male,0,30
37, Bachelors,13, Married-civ-spouse, Husband, Male,5178,40
35, Bachelors,13, Never-married, Not-in-family, Female,0,40
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
54, Some-college,10, Married-civ-spouse, Husband, Male,0,52
27, Bachelors,13, Married-civ-spouse, Not-in-family, Female,0,6
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,35
45, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
68, HS-grad,9, Widowed, Not-in-family, Female,0,12
33, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
57, Assoc-acdm,12, Married-spouse-absent, Unmarried, Male,0,40
53, HS-grad,9, Married-civ-spouse, Wife, Female,7688,35
18, HS-grad,9, Never-married, Own-child, Male,0,11
36, 7th-8th,4, Never-married, Own-child, Male,0,75
41, Prof-school,15, Married-civ-spouse, Husband, Male,0,60
47, Masters,14, Married-civ-spouse, Husband, Male,0,38
61, 1st-4th,2, Married-civ-spouse, Husband, Male,0,20
23, Some-college,10, Divorced, Unmarried, Female,0,70
42, Some-college,10, Married-civ-spouse, Husband, Male,0,60
40, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Divorced, Unmarried, Female,0,40
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
29, Bachelors,13, Married-spouse-absent, Not-in-family, Male,0,50
34, Some-college,10, Married-civ-spouse, Husband, Male,0,60
18, HS-grad,9, Never-married, Unmarried, Female,0,20
76, 7th-8th,4, Married-civ-spouse, Husband, Male,0,10
54, Some-college,10, Married-civ-spouse, Husband, Male,0,50
27, Some-college,10, Divorced, Not-in-family, Male,0,30
60, Assoc-voc,11, Widowed, Not-in-family, Female,0,40
65, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,50
30, Some-college,10, Married-civ-spouse, Wife, Female,0,55
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,72
44, Some-college,10, Married-civ-spouse, Husband, Male,0,50
32, HS-grad,9, Married-civ-spouse, Husband, Male,4064,40
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
57, Some-college,10, Widowed, Unmarried, Female,0,40
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
90, HS-grad,9, Widowed, Not-in-family, Female,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
55, HS-grad,9, Divorced, Not-in-family, Female,0,40
63, Some-college,10, Married-civ-spouse, Husband, Male,0,45
34, Prof-school,15, Never-married, Not-in-family, Female,0,60
49, 11th,7, Married-civ-spouse, Husband, Male,0,65
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,43
28, Assoc-voc,11, Separated, Unmarried, Female,0,40
29, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
23, Some-college,10, Never-married, Not-in-family, Male,0,40
58, 1st-4th,2, Married-civ-spouse, Husband, Male,0,18
51, HS-grad,9, Divorced, Not-in-family, Male,0,40
31, Doctorate,16, Never-married, Own-child, Male,0,40
46, Prof-school,15, Never-married, Not-in-family, Female,0,55
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
34, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
57, Bachelors,13, Married-civ-spouse, Husband, Male,0,8
77, HS-grad,9, Married-civ-spouse, Husband, Male,0,15
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,65
30, 10th,6, Married-civ-spouse, Husband, Male,0,40
28, Bachelors,13, Never-married, Own-child, Female,0,40
27, Some-college,10, Never-married, Own-child, Female,0,80
34, Prof-school,15, Married-civ-spouse, Husband, Male,7688,60
46, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
34, 12th,8, Never-married, Not-in-family, Female,0,40
37, Bachelors,13, Married-civ-spouse, Husband, Male,7298,50
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
20, 10th,6, Never-married, Own-child, Male,0,40
73, HS-grad,9, Widowed, Not-in-family, Female,0,40
58, Some-college,10, Married-civ-spouse, Husband, Male,0,50
24, 10th,6, Never-married, Not-in-family, Male,0,40
26, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, Masters,14, Never-married, Not-in-family, Female,0,40
39, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,40
66, Some-college,10, Never-married, Not-in-family, Female,0,20
71, 7th-8th,4, Widowed, Other-relative, Female,0,16
54, Masters,14, Married-civ-spouse, Husband, Male,4386,45
27, Bachelors,13, Never-married, Not-in-family, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,10
47, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,94
18, HS-grad,9, Never-married, Unmarried, Female,0,30
51, Masters,14, Divorced, Unmarried, Male,0,60
20, Some-college,10, Never-married, Own-child, Female,0,20
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
27, Bachelors,13, Married-civ-spouse, Husband, Male,0,15
77, Masters,14, Married-civ-spouse, Husband, Male,9386,6
19, 10th,6, Never-married, Unmarried, Female,0,35
59, 7th-8th,4, Married-civ-spouse, Husband, Male,0,48
44, Prof-school,15, Never-married, Not-in-family, Male,10520,40
75, 10th,6, Widowed, Other-relative, Female,0,1
21, HS-grad,9, Never-married, Not-in-family, Female,0,40
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Not-in-family, Male,0,30
34, Bachelors,13, Never-married, Not-in-family, Female,0,40
41, Masters,14, Never-married, Not-in-family, Female,0,40
51, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
32, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
21, Some-college,10, Never-married, Own-child, Male,0,20
31, Bachelors,13, Never-married, Not-in-family, Male,0,40
34, Masters,14, Widowed, Not-in-family, Female,0,40
44, Some-college,10, Married-civ-spouse, Husband, Male,0,40
39, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,36
60, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
28, Masters,14, Married-civ-spouse, Wife, Female,0,30
33, Assoc-voc,11, Married-civ-spouse, Own-child, Female,7688,50
23, HS-grad,9, Never-married, Not-in-family, Male,0,40
58, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
24, Bachelors,13, Never-married, Own-child, Male,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
28, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
60, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
39, Some-college,10, Married-civ-spouse, Husband, Male,0,60
36, HS-grad,9, Divorced, Unmarried, Female,0,40
72, Some-college,10, Married-civ-spouse, Husband, Male,9386,30
35, HS-grad,9, Married-civ-spouse, Husband, Male,7298,40
38, Some-college,10, Divorced, Unmarried, Female,0,45
58, Some-college,10, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Own-child, Male,0,20
26, 11th,7, Divorced, Unmarried, Female,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
26, Masters,14, Never-married, Not-in-family, Male,0,40
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
50, Masters,14, Married-civ-spouse, Husband, Male,0,50
24, Bachelors,13, Never-married, Not-in-family, Female,0,40
42, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,60
35, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
64, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
51, Bachelors,13, Married-civ-spouse, Husband, Male,0,8
20, HS-grad,9, Never-married, Other-relative, Male,0,20
29, Some-college,10, Never-married, Not-in-family, Male,0,45
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
35, Some-college,10, Married-civ-spouse, Husband, Male,0,50
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
63, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
46, Bachelors,13, Married-spouse-absent, Not-in-family, Male,0,25
31, Some-college,10, Never-married, Own-child, Male,0,40
27, Some-college,10, Never-married, Not-in-family, Male,0,40
40, HS-grad,9, Never-married, Not-in-family, Female,0,4
69, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
34, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
51, Assoc-voc,11, Divorced, Unmarried, Female,0,40
64, 11th,7, Never-married, Unmarried, Male,0,40
41, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
18, 12th,8, Never-married, Own-child, Female,0,24
69, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
18, HS-grad,9, Never-married, Own-child, Female,0,35
27, HS-grad,9, Never-married, Own-child, Male,0,40
17, 10th,6, Never-married, Own-child, Male,0,40
23, Assoc-acdm,12, Never-married, Own-child, Female,0,40
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,35
31, HS-grad,9, Divorced, Unmarried, Male,0,40
27, HS-grad,9, Never-married, Own-child, Male,0,80
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
38, 7th-8th,4, Married-civ-spouse, Husband, Male,0,56
36, Masters,14, Never-married, Own-child, Female,0,40
60, Some-college,10, Married-civ-spouse, Husband, Male,0,60
45, 9th,5, Never-married, Own-child, Male,0,40
22, Some-college,10, Never-married, Own-child, Male,0,40
26, Prof-school,15, Never-married, Own-child, Male,0,20
42, Bachelors,13, Married-civ-spouse, Husband, Male,0,52
54, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
50, Some-college,10, Divorced, Not-in-family, Female,0,40
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
55, Masters,14, Widowed, Not-in-family, Female,0,40
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
44, HS-grad,9, Married-civ-spouse, Wife, Female,0,45
29, HS-grad,9, Never-married, Not-in-family, Male,0,45
19, Some-college,10, Never-married, Own-child, Female,0,30
45, Masters,14, Married-civ-spouse, Husband, Male,0,10
49, Some-college,10, Never-married, Not-in-family, Female,0,40
23, Some-college,10, Married-civ-spouse, Husband, Male,0,40
55, Some-college,10, Married-civ-spouse, Wife, Female,0,50
40, Masters,14, Married-civ-spouse, Wife, Female,15024,37
32, Bachelors,13, Married-civ-spouse, Wife, Female,0,8
84, HS-grad,9, Widowed, Not-in-family, Female,0,33
62, Some-college,10, Married-civ-spouse, Husband, Male,0,25
19, Some-college,10, Never-married, Own-child, Female,0,40
44, HS-grad,9, Divorced, Unmarried, Male,0,40
26, Bachelors,13, Married-civ-spouse, Husband, Male,0,41
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
18, Some-college,10, Never-married, Own-child, Female,0,40
63, 7th-8th,4, Married-civ-spouse, Husband, Male,0,15
17, 11th,7, Never-married, Own-child, Female,0,12
70, HS-grad,9, Widowed, Other-relative, Female,2329,20
27, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
46, Bachelors,13, Married-civ-spouse, Husband, Male,0,42
40, Some-college,10, Divorced, Unmarried, Male,6849,40
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,38
61, HS-grad,9, Married-civ-spouse, Wife, Female,0,17
39, Masters,14, Never-married, Unmarried, Female,0,43
46, Some-college,10, Divorced, Unmarried, Female,2036,60
27, Bachelors,13, Never-married, Own-child, Female,0,40
40, Masters,14, Married-civ-spouse, Husband, Male,0,70
58, Masters,14, Married-civ-spouse, Husband, Male,0,40
65, HS-grad,9, Widowed, Unmarried, Male,0,40
48, Masters,14, Married-civ-spouse, Husband, Male,0,50
27, Some-college,10, Separated, Not-in-family, Female,0,30
52, Some-college,10, Married-civ-spouse, Husband, Male,0,12
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
52, Some-college,10, Divorced, Not-in-family, Female,0,38
39, Some-college,10, Divorced, Own-child, Female,0,45
47, HS-grad,9, Divorced, Unmarried, Female,0,40
69, Bachelors,13, Married-civ-spouse, Husband, Male,0,20
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,66
41, Masters,14, Never-married, Not-in-family, Male,0,40
46, Assoc-voc,11, Separated, Not-in-family, Female,0,30
21, Some-college,10, Never-married, Own-child, Male,0,30
38, 10th,6, Separated, Own-child, Male,0,35
47, Some-college,10, Married-civ-spouse, Wife, Female,0,35
42, Some-college,10, Divorced, Not-in-family, Male,0,40
36, Bachelors,13, Never-married, Not-in-family, Female,2174,50
73, 7th-8th,4, Divorced, Not-in-family, Female,0,40
49, Some-college,10, Never-married, Unmarried, Female,0,30
35, HS-grad,9, Widowed, Own-child, Female,0,38
35, Bachelors,13, Never-married, Not-in-family, Male,0,28
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,80
33, Assoc-acdm,12, Never-married, Not-in-family, Male,0,32
43, Some-college,10, Married-civ-spouse, Husband, Male,0,50
53, Masters,14, Divorced, Not-in-family, Female,0,40
45, Masters,14, Married-civ-spouse, Husband, Male,0,60
41, Some-college,10, Married-civ-spouse, Husband, Male,0,40
58, 5th-6th,3, Divorced, Other-relative, Female,0,40
27, HS-grad,9, Divorced, Not-in-family, Male,4865,50
63, HS-grad,9, Divorced, Not-in-family, Female,0,38
43, Masters,14, Never-married, Not-in-family, Female,8614,47
29, Some-college,10, Never-married, Not-in-family, Male,0,60
23, HS-grad,9, Never-married, Own-child, Male,0,40
58, Some-college,10, Divorced, Not-in-family, Male,0,45
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
24, Bachelors,13, Never-married, Not-in-family, Female,0,20
34, Bachelors,13, Married-spouse-absent, Not-in-family, Female,0,40
52, Prof-school,15, Married-spouse-absent, Unmarried, Female,0,40
31, HS-grad,9, Never-married, Own-child, Male,0,40
64, Some-college,10, Married-civ-spouse, Husband, Male,0,20
62, 7th-8th,4, Widowed, Not-in-family, Female,0,66
69, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
47, Some-college,10, Divorced, Unmarried, Male,0,40
41, Bachelors,13, Divorced, Unmarried, Male,0,65
37, Some-college,10, Married-civ-spouse, Husband, Male,0,40
37, Bachelors,13, Never-married, Not-in-family, Female,8614,40
49, Prof-school,15, Married-civ-spouse, Husband, Male,99999,35
64, HS-grad,9, Married-civ-spouse, Wife, Female,0,35
37, Assoc-voc,11, Never-married, Not-in-family, Female,0,43
70, Bachelors,13, Married-civ-spouse, Husband, Male,0,12
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
58, Bachelors,13, Married-civ-spouse, Husband, Male,0,35
60, Some-college,10, Married-civ-spouse, Wife, Female,0,35
22, 12th,8, Never-married, Not-in-family, Male,0,50
56, 10th,6, Married-civ-spouse, Husband, Male,0,60
52, Some-college,10, Married-civ-spouse, Husband, Male,0,50
26, Assoc-acdm,12, Never-married, Own-child, Female,0,8
55, Masters,14, Married-civ-spouse, Husband, Male,0,18
25, Bachelors,13, Never-married, Not-in-family, Female,0,40
43, HS-grad,9, Separated, Not-in-family, Male,0,40
19, HS-grad,9, Never-married, Own-child, Female,0,28
30, 11th,7, Never-married, Unmarried, Male,0,40
41, HS-grad,9, Divorced, Not-in-family, Male,0,40
49, Prof-school,15, Married-civ-spouse, Husband, Male,0,85
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
47, Masters,14, Divorced, Unmarried, Female,5455,45
49, Masters,14, Divorced, Not-in-family, Female,0,40
51, HS-grad,9, Never-married, Not-in-family, Male,0,40
48, Bachelors,13, Married-civ-spouse, Husband, Male,7298,50
36, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
33, HS-grad,9, Never-married, Not-in-family, Male,0,55
42, 11th,7, Married-civ-spouse, Husband, Male,0,40
51, Prof-school,15, Never-married, Not-in-family, Male,3325,40
44, Assoc-acdm,12, Divorced, Not-in-family, Female,0,56
44, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,7688,35
44, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
67, 9th,5, Married-civ-spouse, Husband, Male,0,15
49, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
37, Some-college,10, Married-civ-spouse, Husband, Male,0,60
45, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
49, Some-college,10, Never-married, Not-in-family, Male,0,35
36, HS-grad,9, Married-civ-spouse, Husband, Male,2885,40
45, Masters,14, Married-civ-spouse, Husband, Male,0,40
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
47, Some-college,10, Married-civ-spouse, Husband, Male,0,40
30, Some-college,10, Married-civ-spouse, Wife, Female,0,25
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
44, Masters,14, Married-civ-spouse, Wife, Female,0,40
40, Prof-school,15, Married-civ-spouse, Husband, Male,0,45
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
37, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,45
17, 10th,6, Never-married, Own-child, Male,0,4
35, Bachelors,13, Divorced, Not-in-family, Male,0,40
38, Some-college,10, Never-married, Own-child, Female,0,40
51, Masters,14, Married-civ-spouse, Wife, Female,0,40
64, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
50, Some-college,10, Divorced, Not-in-family, Male,0,40
60, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
56, Doctorate,16, Married-civ-spouse, Not-in-family, Male,2885,40
46, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
43, Some-college,10, Never-married, Not-in-family, Male,0,30
29, Some-college,10, Married-civ-spouse, Husband, Male,0,60
40, HS-grad,9, Never-married, Unmarried, Female,0,35
61, Prof-school,15, Married-civ-spouse, Husband, Male,0,50
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
20, Some-college,10, Never-married, Own-child, Female,0,40
48, Some-college,10, Divorced, Not-in-family, Male,0,40
56, Bachelors,13, Widowed, Not-in-family, Female,0,40
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
63, Masters,14, Divorced, Not-in-family, Male,0,40
63, HS-grad,9, Widowed, Not-in-family, Female,0,11
47, Masters,14, Married-civ-spouse, Husband, Male,0,41
55, HS-grad,9, Divorced, Unmarried, Female,0,50
31, Bachelors,13, Never-married, Own-child, Male,0,48
28, Some-college,10, Married-civ-spouse, Husband, Male,0,48
31, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
43, HS-grad,9, Married-spouse-absent, Unmarried, Male,0,40
50, Masters,14, Divorced, Not-in-family, Male,0,80
68, HS-grad,9, Married-civ-spouse, Husband, Male,0,35
50, Bachelors,13, Divorced, Not-in-family, Male,0,40
68, HS-grad,9, Married-civ-spouse, Husband, Male,1409,15
42, Doctorate,16, Never-married, Not-in-family, Female,0,45
32, Some-college,10, Never-married, Not-in-family, Male,0,70
47, Bachelors,13, Never-married, Not-in-family, Male,10520,45
73, 11th,7, Married-civ-spouse, Husband, Male,0,8
